2020-07-28 14:53:51.768393;11.6
2020-07-28 14:54:01.779953;11.6
2020-07-28 14:54:11.791573;11.6
2020-07-28 14:54:21.802972;11.6
2020-07-28 14:54:31.808789;11.6
2020-07-28 14:54:41.820181;11.6
2020-07-28 14:54:51.822783;11.6
2020-07-28 14:55:01.834191;11.6
2020-07-28 14:55:11.839618;11.6
2020-07-28 14:55:21.851080;11.6
2020-07-28 14:55:31.862386;11.6
2020-07-28 14:55:41.873769;11.6
2020-07-28 14:55:51.880945;11.6
2020-07-28 14:56:01.892350;11.6
2020-07-28 14:56:11.903745;11.6
2020-07-28 14:56:21.915128;11.6
2020-07-28 14:56:31.926517;11.6
2020-07-28 14:56:41.937912;11.6
2020-07-28 14:56:51.949311;11.6
2020-07-28 14:57:01.960657;11.6
2020-07-28 14:57:11.972085;11.6
2020-07-28 14:57:21.983467;11.6
2020-07-28 14:57:31.994773;11.6
2020-07-28 14:57:42.006161;11.6
2020-07-28 14:57:52.017523;11.6
2020-07-28 14:58:02.028948;11.6
2020-07-28 14:58:12.040333;11.6
2020-07-28 14:58:22.051778;11.6
2020-07-28 14:58:32.061057;11.6
2020-07-28 14:58:42.072448;11.6
2020-07-28 14:58:52.083838;11.6
2020-07-28 14:59:02.095221;11.6
2020-07-28 14:59:12.106588;11.6
2020-07-28 14:59:22.117976;11.6
2020-07-28 14:59:32.129354;11.6
2020-07-28 14:59:42.130939;11.6
2020-07-28 14:59:52.141038;11.6
2020-07-28 15:00:02.152425;11.6
2020-07-28 15:00:12.163813;11.6
2020-07-28 15:00:22.175191;11.6
2020-07-28 15:00:32.186571;11.6
2020-07-28 15:00:42.197966;11.6
2020-07-28 15:00:52.209294;11.6
2020-07-28 15:01:02.220678;11.6
2020-07-28 15:01:12.232135;11.6
2020-07-28 15:01:22.243486;11.6
2020-07-28 15:01:32.254867;11.6
2020-07-28 15:01:42.266252;11.6
2020-07-28 15:01:52.277633;11.6
2020-07-28 15:02:02.289022;11.6
2020-07-28 15:02:12.300520;11.6
2020-07-28 15:02:22.311921;11.6
2020-07-28 15:02:32.323282;11.6
2020-07-28 15:02:42.334639;11.6
2020-07-28 15:02:52.346002;11.6
2020-07-28 15:03:02.357373;11.6
2020-07-28 15:03:12.368748;11.6
2020-07-28 15:03:22.380140;11.6
2020-07-28 15:03:32.391512;11.6
2020-07-28 15:03:42.402897;11.6
2020-07-28 15:03:52.414270;11.2
2020-07-28 15:04:11.768491;11.2
2020-07-28 15:04:21.779915;11.2
2020-07-28 15:04:31.791291;11.2
2020-07-28 15:04:41.802690;11.2
2020-07-28 15:04:51.814083;11.2
2020-07-28 15:05:01.825328;11.2
2020-07-28 15:05:11.836562;11.2
2020-07-28 15:05:21.847806;11.2
2020-07-28 15:05:31.859053;11.2
2020-07-28 15:05:41.870297;11.2
2020-07-28 15:05:51.881591;11.2
2020-07-28 15:06:01.892841;11.2
2020-07-28 15:06:11.904081;11.2
2020-07-28 15:06:21.915324;11.2
2020-07-28 15:06:31.926565;11.2
2020-07-28 15:06:41.937797;11.2
2020-07-28 15:06:51.949043;11.2
2020-07-28 15:07:01.960278;11.2
2020-07-28 15:07:11.971576;11.2
2020-07-28 15:07:21.982791;11.2
2020-07-28 15:07:31.994014;11.2
2020-07-28 15:07:42.005232;11.2
2020-07-28 15:07:52.016453;11.2
2020-07-28 15:08:02.027677;11.2
2020-07-28 15:08:12.038899;11.2
2020-07-28 15:08:22.050115;11.2
2020-07-28 15:08:32.061396;11.2
2020-07-28 15:08:42.072618;11.2
2020-07-28 15:08:52.083845;11.2
2020-07-28 15:09:02.095056;11.2
2020-07-28 15:09:12.106265;11.2
2020-07-28 15:09:22.117495;11.2
2020-07-28 15:09:32.128737;11.2
2020-07-28 15:09:42.139975;11.2
2020-07-28 15:09:52.151303;11.2
2020-07-28 15:10:02.162545;11.2
2020-07-28 15:10:12.173783;11.2
